31666
2
1
11
-3.198548	51.796401	0
-3.198914	51.796514	0
-3.192058	51.798301	0
-3.193791	51.798553	0
-3.193984	51.798192	0
-3.203778	51.796743	0
-3.192296	51.799638	0
-3.197188	51.794859	0
-3.212707	51.804716	0
-3.210621	51.802661	0
-3.209103	51.805554	0
-3.211023	51.800346	0
-3.210932	51.805067	0
-3.208227	51.804772	0
-3.211788	51.803998	0
-3.210434	51.797843	0
-3.204400	51.798319	0
-3.209606	51.796719	0
-3.207822	51.795587	0
-3.239881	51.797114	0
-3.228452	51.799158	0
-3.216094	51.803944	0
-3.226813	51.800227	0
-3.225735	51.801650	0
-3.223061	51.800905	0
-3.221711	51.796558	0
-3.224364	51.801889	0
-3.219394	51.797211	0
-3.221625	51.799823	0
-3.164582	51.805230	0
-3.166916	51.799569	0
-3.175807	51.802394	0
-3.167634	51.801531	0
-3.165303	51.798893	0
-3.172926	51.803717	0
-3.166843	51.801818	0
-3.170112	51.800895	0
-3.171046	51.802819	0
-3.172799	51.803296	0
-3.168574	51.801423	0
-3.183645	51.799321	0
-3.186899	51.797310	0
-3.187296	51.799761	0
-3.187490	51.797745	0
-3.182327	51.800512	0
-3.186846	51.800817	0
-3.185528	51.797576	0
-3.173636	51.798657	0
-3.175186	51.799721	0
-3.174165	51.793895	0
-3.174709	51.796974	0
-3.174612	51.798288	0
-3.176494	51.798710	0
-3.170152	51.799106	0
-3.173224	51.797870	0
-3.173984	51.798096	0
-3.174166	51.800073	0
-3.174206	51.799407	0
-3.176047	51.798795	0
-3.170614	51.796772	0
-3.171617	51.801330	0
-3.171096	51.801955	0
-3.165902	51.796819	0
-3.179183	51.798386	0
-3.183226	51.801034	0
-3.177983	51.801302	0
-3.175565	51.800904	0
-3.180832	51.798792	0
-3.179057	51.800239	0
-3.181794	51.800095	0
-3.179603	51.800027	0
-3.177249	51.798747	0
-3.179118	51.799241	0
-3.252954	51.787435	0
-3.248231	51.785984	0
-3.246339	51.785689	0
-3.251443	51.784170	0
-3.240329	51.783829	0
-3.241374	51.783350	0
-3.240593	51.786595	0
-3.241425	51.786263	0
-3.235332	51.785581	0
-3.239561	51.782785	0
-3.264190	51.789995	0
-3.265713	51.787425	0
-3.263216	51.785239	0
-3.286041	51.781881	0
-3.261242	51.788794	0
-3.247131	51.784476	0
-3.248973	51.784996	0
-3.244448	51.781268	0
-3.244986	51.783959	0
-3.237972	51.782990	0
-3.241396	51.778872	0
-3.256430	51.783118	0
-3.260062	51.784446	0
-3.259308	51.783897	0
-3.248973	51.779232	0
-3.259340	51.782979	0
-3.260598	51.784944	0
-3.256044	51.784336	0
-3.252688	51.782007	0
-3.258472	51.783555	0
-3.215422	51.795113	0
-3.220867	51.792718	0
-3.218595	51.795547	0
-3.223705	51.792014	0
-3.215100	51.790162	0
-3.203103	51.791013	0
-3.212518	51.791186	0
-3.207853	51.785363	0
-3.209251	51.783424	0
-3.207714	51.781786	0
-3.202044	51.781169	0
-3.203656	51.782933	0
-3.207411	51.782382	0
-3.209849	51.782483	0
-3.201768	51.784445	0
-3.216250	51.779009	0
-3.225829	51.779458	0
-3.216422	51.780545	0
-3.222195	51.781231	0
-3.223321	51.779961	0
-3.224276	51.780985	0
