4605
20
1
60
0.0654821	-0.00486323	0.0534723	-0.0569384	0.0349989	-0.116149	0.135165	-0.197153	0.153067	-0.150682	-0.0950494	-0.343429	0.0854462	-0.291063	-0.00465473	0.22061	0.165822	0.00108482	0.00597796	0.0447802	0
0.178542	-0.0127006	-0.223106	0.0310594	0.14567	0.0237094	0.0708006	-0.218302	0.126172	-0.373393	-0.0292406	-0.352689	0.0546286	-0.255741	-0.137696	0.248832	0.0659625	-0.0986926	-0.00891723	-0.0370363	0
0.149778	-0.0363447	-0.470142	0.185192	0.315316	-0.119267	0.148284	-0.434943	0.519475	-0.726451	0.0245517	-0.754775	0.102623	-0.720527	-0.175189	0.707262	0.242056	0.0668627	0.345093	0.0127659	0
0.0920052	-0.133876	-0.0836957	0.0367952	0.191855	-0.10955	0.0948455	-0.161529	0.205629	-0.178922	-0.0486393	-0.314417	0.0761738	-0.183939	-0.0882015	0.185986	0.0333101	0.0674294	0.00864478	-0.0706071	0
0.0475798	-0.113921	0.00515936	0.0273813	0.0203024	-0.0590482	0.101394	-0.0431993	0.0301335	-0.00879646	-0.12158	-0.147086	0.0436302	-0.020131	-0.135482	-0.0189662	-0.0122293	0.0239746	-0.138849	-0.032313	0
0.10307	-0.039635	-0.451992	0.193028	0.271293	-0.115812	0.134854	-0.383775	0.383644	-0.648606	0.0680011	-0.654339	0.152251	-0.612662	-0.149991	0.548479	0.131825	0.0552513	0.234781	0.0526038	0
0.25642	-0.102552	-0.429009	0.177456	0.244057	-0.095912	0.111856	-0.412613	0.507748	-0.641863	-0.0043717	-0.777415	0.151336	-0.744885	-0.123075	0.698426	0.2293	0.11397	0.356175	0.060916	0
0.0473043	-0.0380099	-0.336934	0.0849555	0.193351	-0.0709979	0.120363	-0.246397	0.255714	-0.421286	0.0422969	-0.544254	0.0694759	-0.387505	-0.141041	0.383842	0.0544966	0.0651284	0.143753	0.0447529	0
0.0876865	-0.0811583	-0.197378	0.0695027	0.111255	-0.00502548	0.0815529	-0.0917921	0.105159	-0.278807	0.0117261	-0.318163	0.191419	-0.177767	-0.174096	0.152073	0.0173261	0.0751214	0.13678	0.0750821	0
0.0809732	-0.0817153	-0.108174	0.145792	0.104618	0.0362373	0.0737312	-0.23397	0.254491	-0.126186	-0.0388965	-0.584745	0.113773	-0.256022	-0.226726	0.22591	0.0957918	0.0726792	0.100081	-0.0986787	0
0.147451	-0.0698882	-0.469879	0.16044	0.281924	-0.117739	0.121419	-0.344707	0.50942	-0.633384	0.0384323	-0.692019	0.144772	-0.659803	-0.176735	0.586067	0.195047	0.0533682	0.316548	0.0437576	0
0.113432	-0.0747458	-0.305256	0.176125	0.219208	-0.0932307	0.0205995	-0.276701	0.5065	-0.477064	-0.055732	-0.588438	0.231106	-0.46375	-0.21729	0.550728	0.140846	-0.127767	0.165534	-0.0371924	0
0.189689	-0.0802085	-0.561934	0.218719	0.332547	-0.112163	0.122711	-0.368897	0.61188	-0.726084	0.0585498	-0.832111	0.137488	-0.795352	-0.191367	0.726741	0.270194	0.0790108	0.411836	0.0520268	0
0.137167	-0.0634363	-0.456251	0.15079	0.271598	-0.126391	0.113961	-0.340914	0.492244	-0.608147	0.0310559	-0.675311	0.137629	-0.63436	-0.175606	0.563994	0.182543	0.0572742	0.300448	0.0407294	0
0.146709	-0.0590404	-0.444388	0.125293	0.293461	-0.109008	0.165367	-0.287549	0.503443	-0.63283	-0.023326	-0.558378	0.102943	-0.638107	-0.201908	0.580716	0.112592	0.0796758	0.258484	0.0162753	0
0.157092	-0.0756225	-0.456103	0.166679	0.250365	-0.122028	0.129714	-0.312589	0.489047	-0.624525	0.0408154	-0.65351	0.144834	-0.624056	-0.154446	0.569093	0.182634	0.0326841	0.291637	0.0576544	0
0.0939259	-0.117407	-0.0557052	0.0386946	0.0599961	-0.0796539	0.0848798	-0.11592	0.0441891	-0.0813178	-0.112864	-0.230094	0.0533361	-0.0813504	-0.119638	0.0538161	0.0322894	0.012762	-0.0597434	0.00322656	0
0.140813	-0.0917139	-0.344545	0.105078	0.258653	-0.118525	0.0198871	-0.286284	0.211822	-0.449151	-0.0183728	-0.558667	-0.031803	-0.445229	-0.200249	0.440554	0.141639	0.106663	0.16242	0.0616083	0
0.155578	-0.105933	-0.308312	0.100119	0.239641	-0.0401085	0.149913	-0.268139	0.276218	-0.427932	-0.00174211	-0.564405	0.135089	-0.386532	-0.183014	0.394654	0.143711	-0.0227456	0.169732	-0.0168886	0
0.0992742	-0.109589	-0.330619	0.128353	0.214406	-0.0996622	0.122406	-0.236911	0.360787	-0.457499	-0.0475516	-0.517816	0.195068	-0.458991	-0.175391	0.420667	0.0575624	0.0354374	0.18192	0.057206	0
0.0726207	-0.110397	-0.0425973	0.0202784	0.0311703	-0.0987716	0.102443	-0.090935	0.071949	-0.0957212	-0.121787	-0.209619	0.0486158	-0.0658541	-0.11766	0.0627422	0.0297415	0.0272217	-0.0720803	-0.0200487	0
0.132725	-0.0231729	-0.333572	0.0456538	0.169839	-0.120458	0.0958929	-0.164029	0.343176	-0.360807	-0.0838703	-0.520609	0.0560553	-0.287192	-0.139237	0.275641	0.103958	0.0291578	0.0656297	0.00451207	0
0.107928	-0.129767	-0.270105	-0.00691587	0.214582	-0.144938	0.135608	-0.0452021	0.187273	-0.269506	-0.0447692	-0.441731	-0.0553017	-0.376506	-0.0711722	0.380082	0.128326	0.0338421	0.255913	0.0278966	0
0.108541	-0.163935	-0.147883	0.0342607	0.086174	-0.0707299	0.110548	-0.170725	0.189206	-0.268239	-0.119994	-0.295374	0.053322	-0.298012	-0.159989	0.194441	0.0448811	0.0879266	0.0606739	0.0348143	0
0.0910239	-0.0489617	-0.431829	0.220125	0.288927	-0.193301	0.155333	-0.154614	0.324335	-0.52556	-0.0615732	-0.538381	0.186555	-0.496463	-0.215884	0.321201	0.138952	0.053025	0.0731175	0.129312	0
0.10701	-0.0994707	-0.0670864	0.0319349	0.100748	-0.0500488	0.0952082	-0.0948721	0.0420913	-0.118216	-0.0823527	-0.18649	0.0461754	-0.0913744	-0.100365	0.0462336	-0.0210729	0.019474	-0.0433979	-0.00304541	0
0.12552	-0.0857318	-0.254656	0.064484	0.203874	-0.0985731	0.152447	-0.178931	0.306376	-0.296575	-0.0357798	-0.559772	0.0885446	-0.379164	-0.0388372	0.246705	0.0828073	0.0748978	0.195644	-0.0108654	0
0.0568455	-0.0286849	-0.0972241	0.0874367	0.0658696	-0.0641081	0.117883	-0.0617011	0.152371	-0.0699425	0.022721	-0.267143	0.135489	-0.206498	-0.0902688	0.116345	0.0776019	0.0447524	-0.112912	0.0042855	0
0.11369	-0.0325523	-0.528082	0.174938	0.32427	-0.121136	0.115647	-0.390549	0.609931	-0.716797	0.0600601	-0.772942	0.160844	-0.741328	-0.181493	0.636696	0.231859	0.0682786	0.405687	0.0665097	0
0.165059	-0.050408	-0.363246	0.116513	0.240403	-0.10924	0.124801	-0.297415	0.455629	-0.551198	0.0178958	-0.646583	0.128906	-0.589298	-0.163343	0.537123	0.175211	0.0438718	0.260911	0.0250047	0
