2655
50
1
10
-0.357834	0.371083	0.0465016	0.0368704	0.165946	-0.104531	-0.0262291	-0.311207	-0.00533228	0.399383	0.0142396	-0.306954	0.269816	-0.0683103	-0.0636609	-0.0906651	-0.0096669	-0.392123	-0.238955	-0.344188	0.00538754	0.384891	-0.151306	-0.163766	0.219559	-0.189964	0.239992	-0.207378	0.0577877	-0.0940997	-0.126517	0.0290997	-0.135919	-0.149613	-0.391263	0.167182	0.0145907	0.228606	-0.174128	-0.334547	-0.082428	-0.049106	-0.0298513	-0.250971	0.0210066	0.08276	0.00459724	0.150768	0.0572569	-0.219979	0
-0.180952	0.144368	0.0119893	-0.00683967	0.0797276	-0.0486734	-0.0114831	-0.132012	0.0146073	0.134075	-0.0180132	-0.134135	0.128164	-0.0538795	-0.0203182	-0.0172841	0.0278698	-0.134254	-0.132221	-0.149462	-0.00381187	0.133669	-4.33569e-05	-0.059883	0.129806	-0.0823201	0.0939305	-0.112932	0.00707491	-0.0321333	-0.0559625	0.0157274	-0.071543	-0.0556351	-0.209011	0.0907452	0.0457249	0.0310768	-0.07614	-0.144383	-0.0871581	-0.00963381	-0.0624428	-0.131801	0.0023325	0.02812	-0.00582287	0.0908347	0.0354469	-0.0249295	0
-0.0936702	-0.0764649	0.0257039	-0.00306799	0.0229752	-0.0520364	-0.121617	0.0830028	0.0381785	-0.014309	-0.0812719	0.0171578	0.0791569	0.0867051	0.0329385	0.0128184	0.158737	0.00455847	-0.0351216	-0.113917	0.044556	0.0785986	0.0757854	-0.0483522	0.0438768	-0.0169726	0.0809343	-0.07546	0.0476352	0.00720871	-0.0694312	-0.0334209	0.0475819	-0.017485	-0.150975	0.0479947	0.0476446	-0.0376428	-0.078762	-0.04406	-0.0244974	-0.0152322	-0.100967	-0.158796	0.00144195	0.0609615	-0.0276214	0.0988691	0.00186589	0.0740804	0
-0.439263	0.492536	0.0752042	0.0278389	0.267601	-0.192603	0.00420659	-0.443321	-0.0355215	0.705233	0.0151583	-0.395386	0.424888	0.0395876	-0.122379	-0.084964	-0.157051	-0.548477	-0.28155	-0.562078	0.0476851	0.480905	-0.10438	-0.276425	0.216509	-0.309678	0.297875	-0.293524	0.1252	-0.0801607	-0.232681	0.186482	-0.174525	-0.135414	-0.486797	0.169952	0.0319323	0.507042	-0.448896	-0.426148	-0.101274	0.0257714	0.00515986	-0.207976	0.086537	0.159812	0.0298738	0.176409	0.0950297	-0.318483	0
-0.426011	0.453093	0.0679278	0.0488704	0.202426	-0.130891	-0.0418658	-0.371842	-0.0126503	0.485864	0.0388793	-0.367776	0.320182	-0.0598208	-0.0939904	-0.118004	-0.0349309	-0.475421	-0.279903	-0.419565	0.0129966	0.493193	-0.212566	-0.197451	0.263807	-0.235566	0.293758	-0.24495	0.0771103	-0.11728	-0.144955	0.0372001	-0.139583	-0.190494	-0.448963	0.215781	0.0102364	0.295884	-0.213959	-0.412317	-0.0746842	-0.0560995	-0.017358	-0.300505	0.0272638	0.118048	0.00859371	0.186193	0.078804	-0.310903	0
-0.522619	0.434062	0.104147	0.0990565	0.218791	-0.112858	-0.0588028	-0.467096	-0.0563198	0.513898	0.126234	-0.369193	0.36743	-0.0315398	-0.0171787	0.0127389	0.106403	-0.489111	-0.285658	-0.468394	0.0177799	0.521532	-0.1753	-0.174786	0.367186	-0.248031	0.322935	-0.357647	0.0478398	-0.0748724	-0.111787	0.145819	-0.243235	-0.301183	-0.374168	0.124075	-0.0645522	0.316351	-0.158054	-0.496744	-0.101485	-0.156912	0.00873232	-0.226765	-0.0251435	0.17485	0.0416575	0.131744	0.0163536	-0.30969	0
-0.207781	-0.00929808	0.00876419	0.0335277	0.000327001	-0.0668251	-0.0130707	-0.186534	-0.0758041	0.199421	0.0984773	-0.022678	0.0314408	-0.147569	0.00224199	9.12104e-05	-0.119859	-0.213717	-0.0920415	-0.136758	-0.233277	0.167425	0.0557253	-0.0644441	0.154676	-0.105997	0.155074	0.0245464	-0.0596974	-0.0335312	0.0130283	-0.0120936	-0.0474738	0.070786	-0.315648	0.197354	-0.0580103	0.0206251	-0.0327693	-0.0784827	-0.157971	0.00898973	-0.0134877	-0.118372	-0.0343008	-0.0157019	-0.0527896	0.0309781	0.158792	-0.0651292	0
-0.293239	0.411843	0.0660034	-0.0670176	0.113195	-0.132038	0.0431263	-0.289334	-0.0562469	0.439411	-0.0678266	-0.155161	0.395638	-0.186681	-0.0182094	-0.0863097	0.101907	-0.326549	-0.175409	-0.404538	0.0565239	0.203959	-0.0333724	-0.197863	0.314621	-0.186764	0.111473	-0.191452	-0.0147184	-0.145898	0.00253597	-0.0850265	-0.0465044	-0.142308	-0.239218	0.167027	-0.0529264	0.143389	-0.135579	-0.275602	-0.159064	-0.166102	0.00881162	-0.162561	0.0378942	0.0503215	-0.000378344	0.008728	-0.0105048	-0.188474	0
-0.0467972	0.0218341	-0.0149415	-0.0252986	0.00682898	-0.0176964	0.03505	-0.0334069	-0.0661878	-0.0279367	-0.0127311	-0.0456368	0.0441217	-0.0378163	0.0916516	0.0548647	0.0467921	-0.0287	-0.0963495	0.0428825	-0.0025296	0.0563969	0.0662121	-0.0423927	0.0807063	-0.044176	-0.0158124	-0.0680155	-0.054886	-0.0285194	-0.00117641	-0.00671562	-0.0430833	-0.0314987	-0.0885322	-0.00721879	0.0554051	0.00352038	-0.0162339	-0.0321578	-0.12923	0.0434147	-0.110185	-0.0425286	-0.0181471	0.0529781	-0.0284746	0.0231877	0.02942	0.0340767	0
-0.485134	0.481751	0.0294027	0.0934892	0.155705	-0.23734	-0.0396514	-0.488812	0.0579036	0.573993	0.101414	-0.371737	0.382425	-0.164398	-0.0432763	-0.164367	-0.0443364	-0.519984	-0.229999	-0.400001	-0.0687991	0.531944	-0.210462	-0.221503	0.352835	-0.308839	0.27308	-0.270213	0.0653802	-0.108049	-0.0892643	0.0691659	-0.17072	-0.182409	-0.487399	0.15269	0.0839198	0.327891	-0.20071	-0.414366	-0.135107	-0.0731779	0.0326847	-0.305189	-0.0135147	0.0981742	0.0547716	0.23271	0.0633883	-0.356721	0
